en_1	english	(If your robot has an external ROM chip, then that is the one that is pulled and replaced.	external	-4.582634728418946
en_2	english	(If your robot has an external ROM chip, then that is the one that is pulled and replaced.	pulled	-4.455757791989725
en_3	english	(If your robot has an external ROM chip, then that is the one that is pulled and replaced.	robot	-4.693885402049061
en_4	english	A bank holiday was declared in October, 1857 and Secretary of the Treasury Howell Cobb recommended the government selling revenue bonds and reducing the tariff (Tariff of 1857).	bank	-4.1661342363205245
en_5	english	A bank holiday was declared in October, 1857 and Secretary of the Treasury Howell Cobb recommended the government selling revenue bonds and reducing the tariff (Tariff of 1857).	recommended	-4.652753541371066
en_6	english	A bank holiday was declared in October, 1857 and Secretary of the Treasury Howell Cobb recommended the government selling revenue bonds and reducing the tariff (Tariff of 1857).	declared	-4.983358685610595
en_7	english	A continue statement will skip the remainder of the block and start at the controlling conditional statement again.	remainder	-5.3666530246853394
en_8	english	A continue statement will skip the remainder of the block and start at the controlling conditional statement again.	controlling	-4.948489173766093
en_9	english	A continue statement will skip the remainder of the block and start at the controlling conditional statement again.	conditional	-5.286722348802214
en_10	english	A good introduction tells the student what will be covered, how it relates to what has gone before, and any specific prerequisite knowledge.	gone	-3.869863142712083
en_11	english	A good introduction tells the student what will be covered, how it relates to what has gone before, and any specific prerequisite knowledge.	prerequisite	-5.8633352179176965
en_12	english	A good introduction tells the student what will be covered, how it relates to what has gone before, and any specific prerequisite knowledge.	relates	-4.94698827798773
en_13	english	A more modern hardware character generator can be build around one of these small micro controllers (e.g.	micro	-4.808666121747478
en_14	english	A more modern hardware character generator can be build around one of these small micro controllers (e.g.	controllers	-5.444710610385808
en_15	english	A more modern hardware character generator can be build around one of these small micro controllers (e.g.	hardware	-4.6995389483451095
en_16	english	A pickup is a magnet wrapped in a coil of wire.	wrapped	-4.878789610402503
en_17	english	A pickup is a magnet wrapped in a coil of wire.	coil	-5.268394967712682
en_18	english	A pickup is a magnet wrapped in a coil of wire.	pickup	-5.190561765629658
en_19	english	A positively or neutrally charged reagent that forms bonds by accepting electrons from a nucleophile.	reagent	-6.167910494346327
en_20	english	A positively or neutrally charged reagent that forms bonds by accepting electrons from a nucleophile.	electrons	-4.96535071935935
en_21	english	A positively or neutrally charged reagent that forms bonds by accepting electrons from a nucleophile.	neutrally	-6.7102022806708
en_22	english	A smaller number of persons  undertake such a challenge and then discover that calculus is beautiful in and of itself.	beautiful	-3.676330674569877
en_23	english	A smaller number of persons  undertake such a challenge and then discover that calculus is beautiful in and of itself.	undertake	-5.509195533439018
en_24	english	A smaller number of persons  undertake such a challenge and then discover that calculus is beautiful in and of itself.	discover	-4.621610611727163
en_25	english	A third was apparently eliminated by an erstwhile Death Eater identified only as R.A.B., but this turns out in the seventh book to not have happened.	seventh	-4.870993674613426
en_26	english	A third was apparently eliminated by an erstwhile Death Eater identified only as R.A.B., but this turns out in the seventh book to not have happened.	eliminated	-5.278838516511813
en_27	english	A third was apparently eliminated by an erstwhile Death Eater identified only as R.A.B., but this turns out in the seventh book to not have happened.	erstwhile	-7.409172285006819
en_28	english	A vector is a quantity which expresses both magnitude and direction.	magnitude	-5.11439123861984
en_29	english	A vector is a quantity which expresses both magnitude and direction.	quantity	-4.886914403995057
en_30	english	A vector is a quantity which expresses both magnitude and direction.	vector	-4.798512121916939
