en_1	english	(If your robot has an external ROM chip, then that is the one that is pulled and replaced.	external	-1.6101553340986832
en_2	english	(If your robot has an external ROM chip, then that is the one that is pulled and replaced.	pulled	-0.8491289217912064
en_3	english	(If your robot has an external ROM chip, then that is the one that is pulled and replaced.	robot	-1.8511064278708858
en_4	english	A bank holiday was declared in October, 1857 and Secretary of the Treasury Howell Cobb recommended the government selling revenue bonds and reducing the tariff (Tariff of 1857).	bank	-1.3095439355581
en_5	english	A bank holiday was declared in October, 1857 and Secretary of the Treasury Howell Cobb recommended the government selling revenue bonds and reducing the tariff (Tariff of 1857).	recommended	-1.0162463901248096
en_6	english	A bank holiday was declared in October, 1857 and Secretary of the Treasury Howell Cobb recommended the government selling revenue bonds and reducing the tariff (Tariff of 1857).	declared	-1.6286169110132238
en_7	english	A continue statement will skip the remainder of the block and start at the controlling conditional statement again.	remainder	-2.2831410974313746
en_8	english	A continue statement will skip the remainder of the block and start at the controlling conditional statement again.	controlling	-0.8076518379577113
en_9	english	A continue statement will skip the remainder of the block and start at the controlling conditional statement again.	conditional	-2.5343342168583254
en_10	english	A good introduction tells the student what will be covered, how it relates to what has gone before, and any specific prerequisite knowledge.	gone	-1.4860961179337056
en_11	english	A good introduction tells the student what will be covered, how it relates to what has gone before, and any specific prerequisite knowledge.	prerequisite	-2.5559453658710023
en_12	english	A good introduction tells the student what will be covered, how it relates to what has gone before, and any specific prerequisite knowledge.	relates	-1.398260448454141
en_13	english	A more modern hardware character generator can be build around one of these small micro controllers (e.g.	micro	-1.9273826832751033
en_14	english	A more modern hardware character generator can be build around one of these small micro controllers (e.g.	controllers	-1.954624599371564
en_15	english	A more modern hardware character generator can be build around one of these small micro controllers (e.g.	hardware	-1.7877554347944657
en_16	english	A pickup is a magnet wrapped in a coil of wire.	wrapped	-1.196277632059183
en_17	english	A pickup is a magnet wrapped in a coil of wire.	coil	-2.378870426934068
en_18	english	A pickup is a magnet wrapped in a coil of wire.	pickup	-2.162758285424122
en_19	english	A positively or neutrally charged reagent that forms bonds by accepting electrons from a nucleophile.	reagent	-3.105214603907086
en_20	english	A positively or neutrally charged reagent that forms bonds by accepting electrons from a nucleophile.	electrons	-2.3376564270208666
en_21	english	A positively or neutrally charged reagent that forms bonds by accepting electrons from a nucleophile.	neutrally	-3.5771346649409406
en_22	english	A smaller number of persons  undertake such a challenge and then discover that calculus is beautiful in and of itself.	beautiful	-0.8323110154828303
en_23	english	A smaller number of persons  undertake such a challenge and then discover that calculus is beautiful in and of itself.	undertake	-2.034398132564387
en_24	english	A smaller number of persons  undertake such a challenge and then discover that calculus is beautiful in and of itself.	discover	-1.1522530283098735
en_25	english	A third was apparently eliminated by an erstwhile Death Eater identified only as R.A.B., but this turns out in the seventh book to not have happened.	seventh	-1.8853587560262361
en_26	english	A third was apparently eliminated by an erstwhile Death Eater identified only as R.A.B., but this turns out in the seventh book to not have happened.	eliminated	-1.5814994703433907
en_27	english	A third was apparently eliminated by an erstwhile Death Eater identified only as R.A.B., but this turns out in the seventh book to not have happened.	erstwhile	-4.179194656268903
en_28	english	A vector is a quantity which expresses both magnitude and direction.	magnitude	-2.1550609765521838
en_29	english	A vector is a quantity which expresses both magnitude and direction.	quantity	-1.8350832067008538
en_30	english	A vector is a quantity which expresses both magnitude and direction.	vector	-2.1905083216266807
