abang	-5.011791296383432
aborsi	-5.636468974763807
abu	-4.620382154870352
acar	-5.424566335003006
acara	-4.036805569236403
adat	-5.482797892735408
aerobik	-6.383021239075748
agar-agar	-6.089678072078058
agresif	-4.986913699290766
air	-3.471601945215343
air terjun	-4.748314216197804
akal	-4.008015780954588
aksi	-4.5795880838412275
akta	-5.790591231700079
aktivis	-5.825028874379086
alam	-4.076765560126116
alami	-4.401385404074763
alasan	-3.6569807296398653
alat	-4.063896908684041
alergi	-4.9802321139342505
alis	-5.454050733103827
aljabar	-5.883623589644934
alkohol	-4.647394328510913
alun-alun	-5.5346700416637695
aman	-3.53373116620212
ambisi	-5.127748733972442
ambisius	-5.3777202815925085
amis	-6.1014695968076165
amok	-7.837866099084258
amoral	-6.526112238028504
anak	-3.022082541292954
anak-anak	-3.533397114230089
ancaman	-4.297974894549468
aneh	-3.530873107094958
anggun	-5.52823593165836
anggur	-4.331970317864508
angin	-4.17733263238617
anjing	-3.766812986173987
anjing kecil	-3.766812986173987
antarnegara	-6.992768059070002
api	-3.777678382166558
arah	-3.9004485176071206
arang	-5.420394405880965
arif	-6.14326090015069
aritmetika	-7.439926090412221
arogan	-5.523998878715105
asam	-5.004400238913566
asap	-4.589770167990129
asing	-4.094944676484963
asmara	-5.431325918650304
astronot	-5.078576066059955
asyik	-5.117293378719998
atletik	-5.647534400913967
atmosfer	-5.218772768457516
awan	-4.681771468444831
ayah	-3.020304034670098
babi	-4.274147759118581
badai	-4.3001729047168675
badan	-4.420976068911246
bagian	-3.454463688592443
bagus	-2.914819060563974
bahagia	-3.828393956521445
bahasa	-3.819207201498741
bahaya	-4.056685378146997
baik	-2.642607296159939
bajing	-5.80243636089971
bajingan	-3.7300966572257126
bak	-4.81688365616584
bakat	-4.52930168552302
balai kota	-5.306387182042004
banci	-5.014391869913958
bandara	-4.449764897513742
bangga	-4.120861692043712
bangkai	-5.253534874716728
bangkrut	-4.883141308105196
bangku	-5.071453251971859
bangsa	-4.448965990730022
bangsat	-4.485008536677262
bangun	-3.6641846093557997
banjir	-5.0354344726535345
bank	-4.0862021528232715
bantal	-5.082753832689187
bantuan	-3.6931051383081854
bar	-4.24707997522338
barang	-3.875852111435074
barbel	-6.607417177705985
batang	-5.010820082079524
batasan	-5.134144939157238
batu	-3.963790353861224
bau	-4.123913786162758
bayangan	-4.4798360225073015
bayi	-3.8580219221910244
beban	-4.571634402394365
bebas	-3.9340980565573846
becek	-6.633746116428334
bedah	-4.799444653441799
bedeng	-7.439926090412221
bedil	-6.676498096849284
bekas	-4.430390213793003
beku	-4.945493191685822
belajar	-3.726435547318278
belati	-4.896106285269563
belatung	-5.693291891474642
benak	-5.945771496393778
bencana	-4.557743202781951
benci	-3.9707523192522816
bendahara	-6.081991243411767
bendera	-4.773220954292322
bendungan	-5.309592321917215
bentrokan	-6.161172489459392
beracun	-4.819790035438463
berahi	-7.059714848700615
berang	-6.052536264073492
berani	-3.9000724724871647
berbagi	-4.301939357688689
berbaring	-4.535102390611277
berbohong	-3.9305084909530854
berbudaya	-6.147670019055745
bercela	-6.740956086076202
berdebar	-5.348610930714998
berdenyut	-5.77340810985734
berdetak	-4.955626251065435
berdosa	-4.770423256307878
bergairah	-5.157530585669695
bergembira	-5.480884698091128
bergulir	-5.570694370681244
berguna	-4.042855540452813
berharap	-3.7191881133937956
beri-beri	-7.2358061077562965
berisik	-4.715322575015504
berita	-3.8901873591473217
berjuang	-4.1503817289145735
berkarat	-5.3347566624128895
berkelahi	-4.419896456869521
berkuasa	-4.64978172536932
berlian	-4.617627219149854
bermain-main	-4.7601349194318665
bermartabat	-5.812560233819489
bermasalah	-4.655023640525566
bermusuhan	-5.383021239075748
berotot	-5.6036019747054695
bersahabat	-5.025621402283889
bersalah	-3.9674914599181106
bersenyawa	-7.536836103420277
berseri	-6.332716120764353
bersiul	-5.348610930714998
bersorak	-5.010496826030433
bersyukur	-4.764697836819157
bertanya-tanya	-4.505326652194148
bertenaga	-5.540105587985124
bertengkar	-4.5380320584384
berteriak	-4.222389507633084
berterimakasih	-5.136730032991732
bertunangan	-5.022620507167695
beruang	-4.4009087684148085
beruntung	-3.8528664942400495
besar hati	-3.611820692006531
besi	-4.327120073145336
betis	-5.878824706763165
biadab	-5.388387699896893
biarawati	-5.383021239075748
biasa	-3.4135481047298093
bibi	-4.264762315920267
bibir	-4.916960494920234
bijaksana	-4.682226465324482
bimbang	-5.382259986502391
binatang buas	-4.8569541613074145
bingung	-4.40505709405109
bintang	-4.026794039977349
biola	-5.430475194613527
biri-biri	-6.5156468043503395
biru	-4.176479401302489
bocah	-4.288740172326148
bodoh	-3.439465982075763
bohlam	-6.175108267402685
bom	-4.063020799488407
boneka	-4.419150602218663
bosan	-4.457745344815819
botol	-4.48897737601282
brutal	-5.049697727943091
buah	-4.2764665386422305
budak	-4.3595882671646535
bugil	-5.570694370681244
bui	-6.325982738105385
buket	-5.983560057283178
buku	-3.7035933424636296
bulan	-3.568995732063525
bulu	-4.67173212877915
bulu tangkis	-6.093573115961583
bumbu	-5.508468219723216
bumi	-3.806356647858129
bunga	-4.109431148110004
bunuh	-3.6371797231146417
bunuh diri	-3.6371797231146417
burung	-3.984532994081923
burung hantu	-4.057981135891614
bis	-4.782105634396523
busa	-5.551185129729328
busuk	-4.6642428413861765
buta	-4.371665996637521
cabul	-5.083135630060505
cacar	-5.608696396545158
cacat	-4.740088364544975
cadangan	-4.630366375776953
cakar	-5.047580935051017
cakram	-6.138896094748239
campak	-6.045474409586005
candi	-5.806457634832634
cantik	-3.636810535522194
capek	-5.087743572300859
cara	-3.2686092657556483
catur	-5.004400238913566
cela	-6.045474409586005
cemar	-7.536836103420277
cemas	-4.515853660501858
cemburu	-4.606523961180362
cendawan	-6.723922746777422
cendekiawan	-6.147670019055745
cendol	-7.536836103420277
cengkih	-7.837866099084258
cepat	-3.0534592299524244
cerah	-4.695946225170378
ceria	-5.174636464551391
cetakan	-5.317382566343467
cibiran	-7.2937980547339825
cinta	-3.4505652766359733
ciuman	-4.474254119192114
cokelat	-4.779440074627253
cuek	-6.041986081740183
curiga	-4.861057761746192
cuti	-4.912811978772416
dada	-4.646834490235641
dadar	-5.536836103420278
dagu	-5.570694370681244
dahak	-6.908447173369966
dahsyat	-5.312821292047413
daki	-6.406502334925271
damai	-4.386079663559968
danau	-4.56347730353388
dapur	-4.467908491738205
darah	-3.7068733465891626
dataran	-5.306387182042004
daun	-4.734233393874518
daya tarik	-4.32839474698171
debit	-6.219818002372166
definisi	-5.518760039774482
dekret	-8.13889609474824
demam	-4.843769009496048
demen	-6.633746116428334
demokrasi	-5.197384662113837
dendam	-4.190825613229299
dengki	-6.170413146194305
deposito	-5.796473413926034
depresi	-5.0316861251003715
desa	-4.135952887871914
desain	-4.957052506803467
detail	-4.966585126226286
dewasa	-4.1226987412358005
dibakar	-4.909214252430564
dihormati	-5.028643177394836
dikagumi	-5.965709826335965
dikasihi	-6.594828050397964
dingin	-3.892422134518896
dipan	-6.2358061077562965
dipermalukan	-5.33339523658984
direktur	-4.249146319484202
diri	-3.2863612078062925
diskotek	-6.992768059070002
dokter	-3.65751080263547
dokter gigi	-4.231054952165295
dolar	-3.9669065120461213
domisili	-7.184653585308915
dongkol	-6.962804835692558
dosa	-4.594331997252197
dosen	-5.623022251036561
dubur	-6.258082502467448
duka	-5.196888041725926
dukacita	-6.439926090412221
dunia	-3.2159060934645614
duri	-5.422058371448715
dusun	-6.021624799092476
edan	-5.712384833383664
egois	-4.730316969339572
ejekan	-5.526112238028504
eksekusi	-5.094356334355829
ekstasi	-5.744444413922023
ekuivalen	-8.13889609474824
elang	-4.775660290264546
elevator	-5.374719962357909
emas	-4.070005540490304
emosi	-4.588423137641676
empuk	-5.412168885721668
energik	-6.175108267402685
enggan	-5.465875187619344
erotis	-5.612556817358396
evaluasi	-5.399323750298148
fajar	-4.821668745571819
fantasi	-5.112771578002789
fase	-5.217730044110501
film	-3.865593816180583
firdaus	-6.081991243411767
frase	-5.831400056835027
frekuensi	-4.942443553044851
frustasi	-5.288249859565173
gabus	-6.194413422598071
gadis	-3.351882188283076
gagah	-5.1350049285113295
gaib	-5.267323159202361
gairah	-4.999962154491316
galau	-5.784787655600839
ganas	-5.123955744955303
gang	-4.752397129197586
gangguan	-4.5108138337575605
garam	-4.902106995338947
garmen	-6.8601424937954105
garpu	-5.267907280987664
garuda	-6.353566259737472
gaun	-4.50331182843701
gedung	-4.069375993913013
gelap	-4.073204366654969
geli	-5.355707403672982
gelisah	-4.788842001169209
gemas	-7.2358061077562965
gembira	-4.614240382390463
gembong	-5.9374989704277885
gempa	-4.760679944998362
gemuk	-4.553322576125509
gengsi	-6.332716120764353
gentar	-5.7156502208114315
gerai	-6.691738063406021
geram	-5.98967698209286
gereja	-4.261351987032295
gerobak	-5.254100730799259
getar hati	-6.130295922986322
getir	-6.7075323305892525
gigi	-4.231054952165295
gila	-3.3800523026428873
girang	-6.152124360481995
giring-giring	-7.661774840028578
gletser	-5.727276388785009
gol	-5.021624799092476
golok	-5.8601424937954105
gosip	-4.989985101638883
granat	-4.909214252430564
gratis	-4.376893125373124
gregetan	-7.661774840028578
gua	-4.459649949334381
gudang	-4.462476863029879
gugatan	-5.345804494571659
gugup	-4.411029645280751
gula	-4.663660872144112
gumpalan	-5.478030616744371
gundah	-6.281563598316971
gunting	-5.088129783515197
gunung	-4.138115067394744
gunung api	-4.138115067394744
gurih	-6.204397643504672
guru	-3.7560508984519787
gusar	-5.790591231700079
guyon	-6.676498096849284
hadiah	-3.928096184351489
hadir	-4.456390008809229
haji	-5.7222555874099585
hak	-4.11478002192147
hakikat	-6.306387182042004
halus	-4.780390183258004
hama	-5.322654794756456
hancur	-4.110935234962792
hansip	-7.661774840028578
harapan	-4.072980426559647
hari	-2.844138966687006
harimau	-4.763049658439083
harta karun	-4.896106285269563
haru	-5.535751722128057
hasrat	-5.0955338167271105
hati	-3.611820692006531
hebat	-3.471816889284023
heran	-4.596942620290004
heroin	-5.156172707079694
hidran	-6.661774840028578
hidung	-4.677697806125747
hidup	-3.0501966750477703
